book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres
8176,8745,8745,2736618,81,0688172377,9780688172370,"Waris Dirie, Cathleen Miller",1998.0,Desert Flower: The Extraordinary Journey of a Desert Nomad,Desert Flower,eng,4.09,9609,12900,821,84,477,2437,5078,4824,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Nonfiction;Biography;Cultural,Africa;Autobiography,Memoir;Feminism;Biography,Autobiography;Eastern Africa,Somalia;Biography Memoir;Womens;Contemporary"
8192,6694,6694,419514,75,0140568190,9780140568200,"Roald Dahl, Quentin Blake",1985.0,The Giraffe and the Pelly and Me,The Giraffe and the Pelly and Me,eng,3.8,14180,16489,813,126,1059,5264,5628,4412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Childrens;Fiction;Fantasy;Classics;Animals;Childrens,Middle Grade;Humor;Young Adult;Childrens,Chapter Books;Childrens,Picture Books"
8262,45181,45181,975095,278,0140367357,9780140367360,E. Nesbit,1902.0,Five Children and It ,"Five Children and It (Five Children, #1)",eng,3.88,16059,18074,748,354,1106,4620,6341,5653,https://images.gr-assets.com/books/1327882197m/45181.jpg,https://images.gr-assets.com/books/1327882197s/45181.jpg,"Fantasy;Classics;Childrens;Fiction;Childrens,Middle Grade;Young Adult;Adventure;Audiobook;Fantasy,Magic;European Literature,British Literature"
8269,43799,43799,2926023,33,0727853414,9780727853420,"Anne Rampling, Anne Rice",1985.0,Exit to Eden,Exit to Eden,eng,3.55,11846,13778,429,518,1761,4429,3722,3348,https://images.gr-assets.com/books/1328206253m/43799.jpg,https://images.gr-assets.com/books/1328206253s/43799.jpg,"Adult Fiction,Erotica;Fiction;Romance;Erotica,BDSM;Fantasy;Adult;Contemporary;Horror;Romance,Erotic Romance;Adult Fiction"
8276,16076,16076,23893547,272,0743487672,9780743487670,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899.0,The Awakening and Selected Short Stories,The Awakening and Selected Stories,eng,3.84,8505,14092,618,486,1096,3210,4735,4565,https://images.gr-assets.com/books/1403398895m/16076.jpg,https://images.gr-assets.com/books/1403398895s/16076.jpg,"Classics;Fiction;Short Stories;Literature;Feminism;Literature,19th Century;Literature,American;Womens;Academic,School;Literary Fiction"
8295,3291,3291,130037,103,0743217187,9780743217190,Isabel Allende,1988.0,Cuentos de Eva Luna,The Stories of Eva Luna,en-US,3.96,10862,13067,539,112,617,3093,5159,4086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Short Stories;Magical Realism;European Literature,Spanish Literature;Cultural,Latin American;Historical,Historical Fiction;Romance;Literature;Adult;Classics"
8296,7579,7579,720899,25,0767901576,9780767901570,Lama Surya Das,1997.0,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Awakening the Buddha Within: Tibetan Wisdom for the Western World,en-US,4.18,9912,10524,291,119,305,1788,3680,4632,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Religion,Buddhism;Spirituality;Nonfiction;Religion;Philosophy;Self Help;Self Help,Personal Development;Psychology;Buddhism,Zen;Audiobook"
8298,33906,33906,2420507,19,0316014532,9780316014530,Sara Zarr,2007.0,Story of a Girl,Story of a Girl,en-US,3.67,14282,15064,1608,391,1430,4626,4886,3731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Young Adult;Contemporary;Fiction;Realistic Fiction;Young Adult,Teen;Young Adult,Coming Of Age;Romance;Audiobook;Young Adult,High School;Family"
8305,10006,10006,3011932,50,0965913228,9780965913220,Paul Auster,2004.0,Oracle Night,Oracle Night,eng,3.77,8827,11107,636,138,684,3198,4656,2431,https://images.gr-assets.com/books/1328287302m/10006.jpg,https://images.gr-assets.com/books/1328287302s/10006.jpg,"Fiction;Literature,American;Contemporary;Novels;Literature;Mystery;Literary Fiction;New York;The United States Of America;Roman"
8306,40526,40526,6887879,44,0575073608,9780575073610,Jack Finney,1970.0,Time and Again,"Time and Again (Time, #1)",eng,3.98,11251,14384,1794,265,852,2972,5177,5118,https://images.gr-assets.com/books/1393198563m/40526.jpg,https://images.gr-assets.com/books/1393198563s/40526.jpg,"Science Fiction,Time Travel;Fiction;Science Fiction;Historical,Historical Fiction;Fantasy;Romance;Mystery;New York;Historical;Classics"
8316,16396,9515964,2817794,75,0140284125,9780140284130,P.G. Wodehouse,1923.0,The Inimitable Jeeves ,"The Inimitable Jeeves (Jeeves, #2)",en-US,4.26,7376,14210,811,40,211,1949,5885,6125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Humor;Classics;Humor,Comedy;Short Stories;Audiobook;European Literature,British Literature;Historical,Historical Fiction;Literature,20th Century;Novels"
8323,18956,18956,3187942,26,0805080759,9780805080760,David Simon,1991.0,Homicide: A Year on the Killing Streets,Homicide: A Year on the Killing Streets,en-US,4.38,10279,12035,932,101,250,1226,3913,6545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Nonfiction;Crime,True Crime;Mystery,Crime;History;Writing,Journalism;Mystery;Sociology;Politics;Biography;Emergency Services,Police"
8329,7062,7062,2297476,22,0375758232,9780375758230,Adam Gopnik,2000.0,Paris to the Moon,Paris to the Moon,eng,3.75,11065,11607,959,329,900,3067,4305,3006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Travel;Nonfiction;Autobiography,Memoir;Cultural,France;Writing,Essays;Biography Memoir;Biography;Biography,Autobiography;Unfinished;Contemporary"
8349,13061,13061,308671,30,0446677167,9780446677160,Carl Hiaasen,1995.0,Stormy Weather,Stormy Weather,en-US,3.94,11452,12735,698,80,400,3125,5729,3401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Humor;Mystery;Mystery,Crime;Thriller;Humor,Comedy;Thriller,Mystery Thriller;Audiobook;Contemporary;Adult"
8357,1990,1990,901325,311,0140436146,9780140436140,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844.0,The Life and Adventures of Martin Chuzzlewit,Martin Chuzzlewit,eng,3.82,11784,12637,424,366,909,3134,4410,3818,https://images.gr-assets.com/books/1334392783m/1990.jpg,https://images.gr-assets.com/books/1334392783s/1990.jpg,"Classics;Fiction;Historical,Victorian;Literature,19th Century;Literature;European Literature,British Literature;Historical,Historical Fiction;Classics,Classic Literature;Novels;Literature,English Literature"
8361,5845,5845,1158939,64,0330487140,9780330487150,V.S. Naipaul,1979.0,A Bend in the River,A Bend in the River,eng,3.77,11011,12220,677,348,935,3129,4595,3213,https://images.gr-assets.com/books/1353691563m/5845.jpg,https://images.gr-assets.com/books/1353691563s/5845.jpg,"Fiction;Cultural,Africa;Classics;Literature;Novels;Historical,Historical Fiction;Nobel Prize;Cultural,India;Literary Fiction;Literature,20th Century"
8367,9526,9526,1343320,33,0375714677,9780375714670,"Marjane Satrapi, Anjali Singh",2006.0,,Embroideries,eng,3.82,11879,14410,1312,154,794,4092,5824,3546,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Sequential Art,Graphic Novels;Sequential Art,Comics;Nonfiction;Autobiography,Memoir;Cultural,Iran;Feminism;Graphic Novels Comics;Biography;Humor;Womens"
8375,2068,2068,1835,24,068482471X,9780684824710,Daniel C. Dennett,1995.0,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Darwin's Dangerous Idea: Evolution and the Meanings of Life,en-US,4.03,11090,11292,222,276,592,2164,3717,4543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Science;Philosophy;Nonfiction;Biology,Evolution;Science,Biology;History;Psychology;Religion;Religion,Atheism;Science,Popular Science"
8382,4813,4813,1788700,40,006054094X,9780060540940,Gavin Menzies,2002.0,1421: The Year China Discovered America,1421: The Year China Discovered America,eng,3.58,10200,10971,906,790,1077,2810,3578,2716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"History;Nonfiction;Cultural,China;Cultural,Asia;Historical;History,World History;Travel;North American Hi...,American History;Science;Leadership"
8388,28485,28485,1919217,30,0553290983,9780553290980,"Margaret Weis, Tracy Hickman",1990.0,"Elven Star (The Death Gate Cycle, #2)","Elven Star (The Death Gate Cycle, #2)",en-US,3.98,13576,14623,222,126,727,3352,5590,4828,https://images.gr-assets.com/books/1324543424m/28485.jpg,https://images.gr-assets.com/books/1324543424s/28485.jpg,"Fantasy;Fiction;Fantasy,Epic Fantasy;Science Fiction Fantasy;Fantasy,High Fantasy;Fantasy,Dragons;Science Fiction;Epic;Fantasy,Magic;Adult"
8390,12073,12073,2078450,62,0631231277,9780631231270,"Ludwig Wittgenstein, G.E.M. Anscombe",1953.0,Philosophische Untersuchungen,Philosophical Investigations,en-US,4.23,9403,10085,224,240,389,1389,2869,5198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Philosophy;Nonfiction;Humanities,Language;Classics;Humanities,Linguistics;European Literature,German Literature;Academic;Philosophy,Theory;Psychology;Unfinished"
8398,29484,29484,3341450,17,0425212017,9780425212010,Laurell K. Hamilton,2006.0,Strange Candy,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",en-US,3.74,14468,15035,311,549,1505,4160,3895,4926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy;Fantasy,Urban Fantasy;Fantasy,Paranormal;Paranormal,Vampires;Romance,Paranormal Romance;Short Stories;Fiction;Horror;Anthologies;Romance"
8403,31795,31795,32011,83,0671739166,9780671739160,Will Durant,1926.0,The Story of Philosophy,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,eng,4.09,8618,10289,631,153,425,1850,3751,4110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Philosophy;Nonfiction;History;Biography;Classics;Audiobook;Psychology;Unfinished;Reference;Science
8413,40271,40271,1193303,38,0312850530,9780312850530,Orson Scott Card,1995.0,Alvin Journeyman (Tales of Alvin Maker #4),"Alvin Journeyman (Tales of Alvin Maker, #4)",en-US,3.72,12663,13787,246,147,878,4537,5391,2834,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy;Fiction;Science Fiction,Alternate History;Science Fiction Fantasy;Historical,Historical Fiction;Science Fiction;Historical;Young Adult;Fantasy,Magic;Adventure"
8416,35476,35476,3813941,59,0803283857,9780803283860,"Black Elk, John G. Neihardt",1932.0,Black Elk Speaks,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,en-GB,4.13,8888,10942,514,114,407,2010,3837,4574,https://images.gr-assets.com/books/1328819916m/35476.jpg,https://images.gr-assets.com/books/1328819916s/35476.jpg,"History;Nonfiction;Biography;Autobiography,Memoir;Religion;Spirituality;Philosophy;Anthropology;Biography Memoir;Native Americans"
8432,3972,3972,1537178,34,0380817934,9780380817930,Dan Simmons,2005.0,Olympos,"Olympos (Ilium, #2)",en-US,3.93,11393,12698,479,206,766,2765,4945,4016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Science Fiction;Fiction;Fantasy;Fantasy,Mythology;Science Fiction Fantasy;Space,Space Opera;Speculative Fiction;Historical,Historical Fiction;Adventure;Space"
8433,3872,3872,7600,31,0802715524,9780802715520,Tom Standage,2005.0,A History of the World in 6 Glasses,A History of the World in 6 Glasses,en-US,3.74,10473,12688,1583,182,794,3820,5184,2708,https://images.gr-assets.com/books/1415681601m/3872.jpg,https://images.gr-assets.com/books/1415681601s/3872.jpg,"History;Nonfiction;Food and Drink,Food;Audiobook;Historical;Food and Drink;Academic,School;History,World History;History,Microhistory;Science"
8439,31178,31178,2731250,44,0345477243,9780345477250,Anne Tyler,2001.0,Back When We Were Grownups,Back When We Were Grownups,eng,3.51,13416,14632,1237,315,1422,5501,5341,2053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Contemporary;Novels;Literary Fiction;Adult Fiction;Adult;Family;Audiobook;Literature,American;Womens"
8446,13063,13063,25591382,32,0446695645,9780446695640,Carl Hiaasen,2002.0,,Basket Case,,3.81,11909,13127,763,76,559,3936,5824,2732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Mystery;Humor;Mystery,Crime;Humor,Comedy;Thriller,Mystery Thriller;Audiobook;Thriller;Novels;Contemporary"
8460,28760,28760,3230347,19,0886774012,9780886774010,Mercedes Lackey,1990.0,Magic's Promise,Magic's Promise (Valdemar: Last Herald-Mage #2),eng,4.2,16547,17013,238,107,519,2978,5612,7797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy;Fiction;LGBT;Fantasy,Magic;Science Fiction Fantasy;Fantasy,High Fantasy;Romance,M M Romance;Young Adult;LGBT,Queer;Romance"
8492,676,676,752463,10,0375755195,9780375755190,Billy Collins,2001.0,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,eng,4.24,10999,11254,575,213,352,1423,3853,5413,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg,"Poetry;Nonfiction;Literature,American;Adult;Contemporary;Literature;Humor;Academic,School;Classics;Literary Fiction"
8506,18392,9783478,1177518,44,0441010288,9780441010290,T.A. Barron,1996.0,The Lost Years of Merlin,"The Lost Years (The Lost Years of Merlin, #1)",eng,3.97,12146,14928,629,277,701,3391,5350,5209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy;Young Adult;Fiction;Mythology,Arthurian;Fantasy,Magic;Childrens,Middle Grade;Adventure;Fantasy,Mythology;Science Fiction Fantasy;Young Adult,Young Adult Fantasy"
8508,11229,11229,1410491,59,014118616X,9780141186160,"Iris Murdoch, Mary Kinzie",1978.0,"The Sea, the Sea","The Sea, the Sea",eng,3.9,10849,12164,786,297,792,2634,4517,3924,https://images.gr-assets.com/books/1302898449m/11229.jpg,https://images.gr-assets.com/books/1302898449s/11229.jpg,"Fiction;Classics;Literary Fiction;Literature;Novels;European Literature,British Literature;Literature,20th Century;Philosophy;Classics,Modern Classics;European Literature,Irish Literature"
8514,43352,43352,2643785,61,0671888587,9780671888590,Mary Higgins Clark,1993.0,I'll Be Seeing You,I'll Be Seeing You,eng,3.79,13804,14668,305,81,668,4907,5597,3415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Mystery;Fiction;Suspense;Thriller;Thriller,Mystery Thriller;Mystery,Crime;Adult;Romance;Adult Fiction;Mystery,Murder Mystery"
8516,12349,12349,265218,34,0140280464,9780140280460,Ruth Ozeki,1998.0,My Year of Meats,My Year of Meats,eng,3.93,10297,11143,1254,134,496,2420,5070,3023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Cultural,Japan;Food and Drink,Food;Contemporary;Novels;Literary Fiction;Adult;Cultural,Asia;Audiobook;Adult Fiction"
8529,36064,36064,35975,53,037572737X,9780375727380,James Ellroy,1995.0,American Tabloid,"American Tabloid (Underworld USA, #1)",eng,4.21,10193,11525,647,153,392,1674,3967,5339,https://images.gr-assets.com/books/1403181563m/36064.jpg,https://images.gr-assets.com/books/1403181563s/36064.jpg,"Fiction;Mystery,Crime;Historical,Historical Fiction;Mystery,Noir;Mystery;Thriller;Literature,American;Novels;Historical;Thriller,Mystery Thriller"
8532,2530,2530,1517,110,0156005204,9780156005200,"José Saramago, Giovanni Pontiero",1982.0,Memorial do Convento,Baltasar and Blimunda,eng,3.9,5321,11867,589,296,818,2542,4360,3851,https://images.gr-assets.com/books/1483229660m/2530.jpg,https://images.gr-assets.com/books/1483229660s/2530.jpg,"Fiction;Historical,Historical Fiction;Classics;Cultural,Portugal;European Literature,Portuguese Literature;Romance;Literature;Nobel Prize;Historical;Magical Realism"
8552,11436,11436,281025,27,084386874,9780842386880,"Karen Kingsbury, Gary Smalley",2004.0,Rejoice,"Rejoice (Redemption, #4)",eng,4.45,11013,11597,193,40,148,1233,3355,6821,https://images.gr-assets.com/books/1406505041m/11436.jpg,https://images.gr-assets.com/books/1406505041s/11436.jpg,"Christian Fiction;Christian;Fiction;Romance;Romance,Christian Romance;Adult Fiction;Inspirational;Contemporary;Drama;Religion,Christianity"
8571,19552,19552,20777,13,039458404X,9780394584040,"Marcella Hazan, Karin Kretschmann",1992.0,Essentials of Classic Italian Cooking,Essentials of Classic Italian Cooking,,4.26,10729,10878,143,217,344,1416,3286,5615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Food and Drink,Cookbooks;Food and Drink,Cooking;Food and Drink,Food;Nonfiction;Reference;Cultural,Italy;European Literature,Italian Literature;Food and Drink,Culinary;Food and Drink;Food and Drink,Foodie"
8588,432,432,2434710,25,0140097317,9780140097310,Paul Auster,1985.0,City of Glass,"City of Glass (The New York Trilogy, #1)",eng,3.81,10157,11176,683,230,853,2758,4320,3015,https://images.gr-assets.com/books/1309986722m/432.jpg,https://images.gr-assets.com/books/1309986722s/432.jpg,"Fiction;Mystery;Literature;Literature,American;Novels;Contemporary;Classics;Literature,20th Century;Literary Fiction;Mystery,Crime"
8593,39933,39933,39635,35,006000942X,9780060009430,Thomas C. Foster,2003.0,,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,en-US,3.63,12467,14587,1764,524,1332,4212,5409,3110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Nonfiction;Academic,School;Writing,Books About Books;Language,Writing;Education;Literature;Academic,Read For School;Reference;Criticism,Literary Criticism;Young Adult,High School"
8598,34548,34548,691460,10,0312291450,9780312291460,Bruce Campbell,2001.0,If Chins Could Kill: Confessions of a B Movie Actor,If Chins Could Kill: Confessions of a B-Movie Actor,,3.99,11853,12391,670,315,467,2483,4904,4222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Nonfiction;Biography;Humor;Autobiography,Memoir;Biography,Autobiography;Culture,Film;Biography Memoir;Humor,Comedy;Media Tie In;Audiobook"
8608,43929,43929,14597691,50,0752849190,9780752849200,Harlan Coben,1999.0,Darkest Fear,Darkest Fear (Myron Bolitar #7),eng,4.03,10955,14064,634,73,303,2928,6603,4157,https://images.gr-assets.com/books/1315745037m/43929.jpg,https://images.gr-assets.com/books/1315745037s/43929.jpg,"Mystery;Fiction;Thriller;Mystery,Crime;Suspense;Thriller,Mystery Thriller;Audiobook;Adult;Sports,Sports;Mystery,Detective"
8631,31271,31271,3351575,55,0752858637,9780752858630,Robert Ludlum,1973.0,The Matlock Paper,The Matlock Paper,eng,3.86,11118,11491,75,92,521,3305,4595,2978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Thriller;Fiction;Mystery;Spy Thriller,Espionage;Suspense;Thriller,Spy Thriller;Adventure;Action;Thriller,Mystery Thriller;Mystery,Crime"
8633,29022,29022,372997,232,0140449213,9780140449210,"Suetonius, Michael Grant, Robert Graves",119.0,De vita Caesarum ,The Twelve Caesars,eng,4.05,11283,12958,458,149,496,2701,4867,4745,https://images.gr-assets.com/books/1347187766m/29022.jpg,https://images.gr-assets.com/books/1347187766s/29022.jpg,"History;Classics;Nonfiction;Biography;History,Ancient History;Historical;Literature,Ancient;Roman;Politics;Literature"
8651,10084,10084,1003667,20,0886778441,9780886778450,Tad Williams,1998.0,River of Blue Fire,"River of Blue Fire (Otherland, #2)",eng,4.0,12015,12765,237,130,625,2643,5053,4314,https://images.gr-assets.com/books/1309992269m/10084.jpg,https://images.gr-assets.com/books/1309992269s/10084.jpg,"Fantasy;Science Fiction;Fiction;Science Fiction,Cyberpunk;Science Fiction Fantasy;Adventure;Speculative Fiction;Fantasy,Epic Fantasy;Epic;Fantasy,Urban Fantasy"
8666,28239,28239,1832876,28,0618446877,9780618446870,Paul Theroux,2002.0,Dark Star Safari ,Dark Star Safari: Overland from Cairo to Cape Town,en-US,3.96,9662,10297,742,224,546,2020,4175,3332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Travel;Cultural,Africa;Nonfiction;Autobiography,Memoir;Adventure;History;Travel,Travelogue;Biography;Southern Africa,South Africa;Northern Africa,Egypt"
8680,11432,11432,2988535,27,0842386882,9780842386880,"Karen Kingsbury, Gary Smalley",2004.0,Reunion,"Reunion (Redemption, #5)",en-US,4.49,11105,11586,258,45,152,1098,3086,7205,https://images.gr-assets.com/books/1406506549m/11432.jpg,https://images.gr-assets.com/books/1406506549s/11432.jpg,"Christian Fiction;Christian;Fiction;Romance;Romance,Christian Romance;Inspirational;Adult Fiction;Contemporary;Religion,Christianity;Family"
8688,665,665,443285,53,0451163931,9780451163940,"Ayn Rand, Nathaniel Branden",1961.0,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,eng,3.47,10198,10682,433,1337,1071,2463,2837,2974,https://images.gr-assets.com/books/1425001997m/665.jpg,https://images.gr-assets.com/books/1425001997s/665.jpg,"Philosophy;Nonfiction;Politics;Psychology;Classics;Writing,Essays;Economics;History;Modern;Contemporary"
8692,15050,15050,922184,40,0802135781,9780802135780,Jeanette Winterson,1989.0,Sexing the Cherry,Sexing the Cherry,eng,3.83,10450,12017,724,257,850,3024,4455,3431,https://images.gr-assets.com/books/1328824090m/15050.jpg,https://images.gr-assets.com/books/1328824090s/15050.jpg,"Fiction;Fantasy;Magical Realism;Historical,Historical Fiction;LGBT,Queer;LGBT;Novels;Literature;Literary Fiction;Contemporary"
8704,42641,42641,1491227,411,0735102864,9780735102870,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899.0,Воскресение,Resurrection,eng,4.1,9482,11905,677,146,543,2146,4268,4802,https://images.gr-assets.com/books/1335874776m/42641.jpg,https://images.gr-assets.com/books/1335874776s/42641.jpg,"Classics;Fiction;Literature,Russian Literature;Cultural,Russia;Literature;Literature,19th Century;Novels;Philosophy;Religion;Literary Fiction"
8716,28922,28922,2464610,63,0571225365,9780571225360,Kazuo Ishiguro,1986.0,An Artist of the Floating World,An Artist of the Floating World,eng,3.72,10430,12710,1012,127,773,3937,5547,2326,https://images.gr-assets.com/books/1327786035m/28922.jpg,https://images.gr-assets.com/books/1327786035s/28922.jpg,"Fiction;Cultural,Japan;Historical,Historical Fiction;Asian Literature,Japanese Literature;Literature;Literary Fiction;Cultural,Asia;Historical;Novels;Contemporary"
8719,25176,25176,3114345,25,0451410815,9780451410820,Martha Grimes,1981.0,"The Man With a Load of Mischief (Richard Jury Mystery, #1)","The Man With a Load of Mischief (Richard Jury, #1)",eng,4.01,11947,12431,385,230,488,2547,4824,4342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Mystery;Fiction;Mystery,Crime;Thriller,Mystery Thriller;Holiday,Christmas;European Literature,British Literature;Mystery,Detective;Mystery,Cozy Mystery;Audiobook;Thriller"
8721,2372,2372,1025700,29,0743262131,9780743262130,David McCullough,1977.0,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914","The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",eng,4.19,9349,11891,1052,118,329,1796,4567,5081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"History;Nonfiction;North American Hi...,American History;Historical;History,World History;Audiobook;Travel;Science;Politics;Science,Engineering"
8735,4660,4660,1831615,47,0345417968,9780345417960,John Irving,1974.0,The 158-Pound Marriage,The 158-Pound Marriage,en-US,3.22,10532,11189,323,346,1831,4980,3031,1001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Novels;Literary Fiction;Literature;Literature,American;Contemporary;Roman;The United States Of America;Marriage;Adult Fiction"
